fuck,suck,season,round,raceName,circuitId,dnf,Finished,Disqualified,Accident,Collision,Engine,Gearbox,Transmission,Clutch,Hydraulics,Electrical,Lap1,Laps2,Laps3,Laps4,Laps5,Laps6,Laps7,Laps8,Laps9,Spunoff,Radiator,Suspension,Brakes,Differential,Overheating,Mechanical,Tyre,DriverSeat,Puncture,Driveshaft,raceId
fuck,157,2016,8,European GP,baku,4,11,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,955
fuck,158,2016,9,Austrian GP,red_bull_ring,2,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,956
fuck,159,2016,10,British GP,silverstone,5,10,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,957
fuck,160,2016,11,Hungarian GP,hungaroring,1,6,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958
fuck,161,2016,12,German GP,hockenheimring,2,7,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,959
fuck,162,2016,13,Belgian GP,spa,5,15,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,960
fuck,163,2016,14,Italian GP,monza,4,10,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961
fuck,164,2016,15,Singapore GP,marina_bay,3,10,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,962
fuck,165,2016,16,Malaysian GP,sepang,6,11,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,963
fuck,166,2016,17,Japanese GP,suzuka,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964
fuck,167,2016,18,United States GP,americas,4,6,0,0,1,0,1,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,965
fuck,168,2016,19,Mexican GP,rodriguez,1,10,0,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966
fuck,169,2016,20,Brazilian GP,interlagos,5,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967
fuck,170,2016,21,Abu Dhabi GP,yas_marina,5,12,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,968
fuck,171,2017,1,Australian GP,albert_park,7,6,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,969
fuck,172,2017,2,Chinese GP,shanghai,5,7,0,1,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,970
fuck,173,2017,3,Bahrain GP,bahrain,6,10,0,0,2,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,971
fuck,174,2017,4,Russian GP,sochi,3,8,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,972
fuck,175,2017,5,Spanish GP,catalunya,4,3,0,0,1,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973
fuck,176,2017,6,Monaco GP,monaco,5,13,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,974
fuck,177,2017,7,Canadian GP,villeneuve,4,8,0,0,2,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975
fuck,178,2017,8,Azerbaijan GP,baku,6,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,976
fuck,179,2017,9,Austrian GP,red_bull_ring,4,6,0,0,0,1,0,0,0,1,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977
fuck,180,2017,10,British GP,silverstone,3,7,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978
fuck,181,2017,11,Hungarian GP,hungaroring,3,6,0,0,1,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,979
fuck,182,2017,12,Belgian GP,spa,3,16,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980
fuck,183,2017,13,Italian GP,monza,2,9,0,0,0,2,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981
fuck,184,2017,14,Singapore GP,marina_bay,8,11,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982
fuck,185,2017,15,Malaysian GP,sepang,2,6,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
fuck,186,2017,16,Japanese GP,suzuka,5,9,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984
fuck,187,2017,17,United States GP,americas,4,7,0,0,1,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985
fuck,188,2017,18,Mexican GP,rodriguez,5,4,0,0,0,4,0,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986
fuck,189,2017,19,Brazilian GP,interlagos,4,9,0,3,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987
fuck,190,2017,20,Abu Dhabi GP,yas_marina,2,8,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988
fuck,191,2018,1,Australian GP,albert_park,5,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,989
fuck,192,2018,2,Bahrain GP,bahrain,3,6,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,990
fuck,193,2018,3,Chinese GP,shanghai,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991
fuck,194,2018,4,Azerbaijan GP,baku,7,13,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,992
fuck,195,2018,5,Spanish GP,catalunya,6,5,0,0,3,0,1,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993
fuck,196,2018,6,Monaco GP,monaco,3,13,0,0,2,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994
fuck,197,2018,7,Canadian GP,villeneuve,3,6,0,0,2,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995
fuck,198,2018,8,French GP,ricard,3,10,0,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,996
fuck,199,2018,9,Austrian GP,red_bull_ring,5,3,0,0,0,1,0,0,0,2,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997
fuck,200,2018,10,British GP,silverstone,6,14,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,998
fuck,201,2018,11,German GP,hockenheimring,4,13,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999
fuck,202,2018,12,Hungarian GP,hungaroring,3,6,0,0,0,0,1,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000
fuck,203,2018,13,Belgian GP,spa,5,9,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1001
fuck,204,2018,14,Italian GP,monza,3,8,1,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1002
fuck,205,2018,15,Singapore GP,marina_bay,1,7,0,0,1,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003
fuck,206,2018,16,Russian GP,sochi,2,7,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1004
fuck,207,2018,17,Japanese GP,suzuka,3,9,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1005
fuck,208,2018,18,United States GP,americas,4,8,2,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006
fuck,209,2018,19,Mexican GP,rodriguez,4,4,0,0,0,2,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1007
fuck,210,2018,20,Brazilian GP,interlagos,2,9,0,0,1,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1008
fuck,211,2018,21,Abu Dhabi GP,yas_marina,5,8,0,0,1,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009
fuck,212,2019,1,Australian GP,albert_park,3,6,0,0,0,1,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010
fuck,213,2019,2,Bahrain GP,bahrain,4,11,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011
fuck,214,2019,3,Chinese GP,shanghai,2,6,0,0,2,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012
fuck,215,2019,4,Azerbaijan GP,baku,4,9,0,0,2,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1013
fuck,216,2019,5,Spanish GP,catalunya,2,16,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014
fuck,217,2019,6,Monaco GP,monaco,1,11,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015
fuck,218,2019,7,Canadian GP,villeneuve,2,5,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1016
fuck,219,2019,8,French GP,ricard,0,6,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017
fuck,220,2019,9,Austrian GP,red_bull_ring,0,5,0,0,0,0,0,0,0,0,0,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018
fuck,221,2019,10,British GP,silverstone,3,13,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1019
fuck,222,2019,11,German GP,hockenheimring,6,13,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1020
fuck,223,2019,12,Hungarian GP,hungaroring,1,4,0,0,0,0,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021
fuck,224,2019,13,Belgian GP,spa,2,10,0,2,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022
fuck,225,2019,14,Italian GP,monza,3,8,0,0,0,1,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023
fuck,226,2019,15,Singapore GP,marina_bay,3,17,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024
fuck,227,2019,16,Russian GP,sochi,5,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1025
fuck,228,2019,17,Japanese GP,suzuka,1,5,2,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1026
fuck,229,2019,18,Mexican GP,rodriguez,2,8,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1027
fuck,230,2019,19,United States GP,americas,2,7,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1028
fuck,231,2019,20,Brazilian GP,interlagos,1,15,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1029
fuck,232,2019,21,Abu Dhabi GP,yas_marina,1,6,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1030
fuck,233,2020,1,Austrian GP,red_bull_ring,7,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1031
fuck,234,2020,2,Styrian GP,red_bull_ring,3,8,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1032
fuck,235,2020,3,Hungarian GP,hungaroring,1,5,0,0,0,1,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033
fuck,236,2020,4,British GP,silverstone,2,16,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034
fuck,237,2020,5,70th Anniversary GP,silverstone,1,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035
fuck,238,2020,6,Spanish GP,catalunya,1,3,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036
fuck,239,2020,7,Belgian GP,spa,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037
fuck,240,2020,8,Italian GP,monza,4,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1038
fuck,241,2020,9,Tuscan GP,mugello,8,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1039
fuck,242,2020,10,Russian GP,sochi,2,10,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040
fuck,243,2020,11,Eifel GP,nurburgring,5,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1041
fuck,244,2020,12,Portuguese GP,portimao,1,4,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042
fuck,245,2020,13,Emilia Romagna GP,imola,5,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1043
fuck,246,2020,14,Turkish GP,istanbul,3,10,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044
fuck,247,2020,15,Bahrain GP,bahrain,2,9,0,0,2,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045
fuck,248,2020,16,Sakhir GP,bahrain,3,17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046
fuck,249,2020,17,Abu Dhabi GP,yas_marina,1,10,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047
fuck,250,2021,1,Bahrain GP,bahrain,2,11,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1052
fuck,251,2021,2,Emilia Romagna GP,imola,3,13,0,0,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053
fuck,252,2021,3,Portuguese GP,portimao,1,11,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054
fuck,253,2021,4,Spanish GP,catalunya,1,7,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055
fuck,254,2021,5,Monaco GP,monaco,1,7,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1056
fuck,255,2021,6,Azerbaijan GP,baku,4,16,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057
fuck,256,2021,7,French GP,ricard,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059
fuck,257,2021,8,Styrian GP,red_bull_ring,2,4,0,0,1,1,0,0,0,0,0,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058
fuck,258,2021,9,Austrian GP,red_bull_ring,1,9,0,0,2,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060
fuck,259,2021,10,British GP,silverstone,2,11,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061
fuck,260,2021,11,Hungarian GP,hungaroring,6,9,1,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062
fuck,261,2021,12,Belgian GP,spa,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063
fuck,262,2021,13,Dutch GP,zandvoort,2,3,0,0,0,0,1,0,0,1,0,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064
fuck,263,2021,14,Italian GP,monza,4,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1065
fuck,264,2021,15,Russian GP,sochi,1,11,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066
fuck,265,2021,16,Turkish GP,istanbul,0,9,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067
fuck,266,2021,17,United States GP,americas,3,8,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1069
fuck,267,2021,18,Mexico City GP,rodriguez,2,5,0,0,2,0,0,0,0,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070
fuck,268,2021,19,São Paulo GP,interlagos,2,6,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071
fuck,269,2021,20,Qatar GP,losail,2,8,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1051
fuck,270,2021,21,Saudi Arabian GP,jeddah,5,12,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072
fuck,271,2021,22,Abu Dhabi GP,yas_marina,4,11,0,1,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1073
fuck,272,2022,1,Bahrain GP,bahrain,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074
fuck,273,2022,2,Saudi Arabian GP,jeddah,5,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075
fuck,274,2022,3,Australian GP,albert_park,3,12,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1076
fuck,275,2022,4,Emilia Romagna GP,imola,2,9,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077
fuck,276,2022,5,Miami GP,miami,3,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1078
fuck,277,2022,6,Spanish GP,catalunya,2,8,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079
fuck,278,2022,7,Monaco GP,monaco,3,14,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1080
fuck,279,2022,8,Azerbaijan GP,baku,4,10,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
fuck,280,2022,9,Canadian GP,villeneuve,3,17,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082
fuck,281,2022,10,British GP,silverstone,6,14,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083
fuck,282,2022,11,Austrian GP,red_bull_ring,3,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084
fuck,283,2022,12,French GP,ricard,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085
fuck,284,2022,13,Hungarian GP,hungaroring,0,7,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086
fuck,285,2022,14,Belgian GP,spa,2,15,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087
fuck,286,2022,15,Dutch GP,zandvoort,2,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1088
fuck,287,2022,16,Italian GP,monza,4,12,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089
fuck,288,2022,17,Singapore GP,marina_bay,6,12,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091
fuck,289,2022,18,Japanese GP,suzuka,2,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092
fuck,290,2022,19,United States GP,americas,3,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1093
fuck,291,2022,20,Mexico City GP,rodriguez,1,6,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094
fuck,292,2022,21,Brazilian GP,interlagos,3,16,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095
fuck,293,2022,22,Abu Dhabi GP,yas_marina,1,11,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096
fuck,294,2023,1,Bahrain GP,bahrain,3,11,0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1098
fuck,295,2023,2,Saudi Arabian GP,jeddah,2,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1099
fuck,296,2023,3,Australian GP,albert_park,3,12,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100
fuck,297,2023,4,Azerbaijan GP,baku,2,16,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1101
fuck,298,2023,5,Miami GP,miami,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102
fuck,299,2023,6,Monaco GP,monaco,2,8,0,1,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104
fuck,300,2023,7,Spanish GP,catalunya,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105
fuck,301,2023,8,Canadian GP,villeneuve,2,14,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1106
fuck,302,2023,9,Austrian GP,red_bull_ring,1,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107
fuck,303,2023,10,British GP,silverstone,2,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108
fuck,304,2023,11,Hungarian GP,hungaroring,3,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109
fuck,305,2023,12,Belgian GP,spa,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110
fuck,306,2023,13,Dutch GP,zandvoort,3,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111
fuck,307,2023,14,Italian GP,monza,2,16,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112
fuck,308,2023,15,Singapore GP,marina_bay,3,15,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113
fuck,309,2023,16,Japanese GP,suzuka,5,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114
fuck,310,2023,17,Qatar GP,losail,2,13,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115
fuck,311,2023,18,United States GP,americas,3,12,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1116
fuck,312,2023,19,Mexico City GP,rodriguez,3,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117
fuck,313,2023,20,São Paulo GP,interlagos,5,9,0,0,2,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1118
